category,db_id,db_name,db_team,db_dob,sfix_jleague_id,sfix_name,sfix_team,sfix_dob,note
confident,2591,畠中 槙之輔,C大阪,1995-08-25,11247,畠中 槙之輔,Ｃ大阪,1995-08-25,name+dob exact
confident,2603,中島 翔哉,浦和,1994-08-23,11193,中島 翔哉,浦和,1994-08-23,name+dob exact
confident,24939,宮市 亮,横浜FM,1992-12-14,44308,宮市 亮,横浜FM,1992-12-14,name+dob exact
confident,24872,酒井 高徳,神戸,1991-03-14,9080,酒井 高徳,神戸,1991-03-14,name+dob exact
confident,26729,ラザル ロマニッチ,川崎F,1998-03-25,70132,ラザル ロマニッチ,川崎Ｆ,1998-03-25,name+dob exact
confident,32861,紺野 和也,川崎F,1997-07-11,32517,紺野 和也,川崎Ｆ,1997-07-11,name+dob exact
confident,32884,櫛引 一紀,長崎,1993-02-12,11003,櫛引 一紀,長崎,1993-02-12,name+dob exact
confident,91692,池田 樹雷人,福岡,1996-09-17,15777,池田 樹雷人,福岡,1996-09-17,name+dob exact
confident,318059,田部井 涼,岡山,1999-06-25,39401,田部井 涼,岡山,1999-06-25,name+dob exact
confident,473599,末宗 寛士郎,岡山,2007-06-10,60447,末宗 寛士郎,岡山,2007-06-10,name+dob exact
confident,509245,里見 汰福,神戸,2009-04-20,61010,里見 汰福,神戸,2009-04-20,name+dob exact
confident,508073,キム ムンヒョン,福岡,2002-05-17,61974,キム ムンヒョン,福岡,2002-05-17,name+dob exact
confident,491469,ヒル 袈依廉,広島,2002-07-09,59528,ヒル 袈依廉,広島,2002-07-09,name+dob exact
confident,392714,越道 草太,広島,2004-04-03,38021,越道 草太,広島,2004-04-03,name+dob exact
confident,510575,千田 遼,岡山,2007-09-20,61695,千田 遼,岡山,2007-09-20,name+dob exact
confident,491467,小林 志紋,広島,2008-01-23,62127,小林 志紋,広島,2008-01-23,name+dob exact
confident,33463,末吉 塁,岡山,1996-07-26,31513,末吉 塁,岡山,1996-07-26,name+dob exact
confident,33282,田口 泰士,千葉,1991-03-16,10354,田口 泰士,千葉,1991-03-16,name+dob exact
confident,32853,中村 拓海,C大阪,2001-03-16,32331,中村 拓海,Ｃ大阪,2001-03-16,name+dob exact
confident,33035,荒木 隼人,広島,1996-08-07,29558,荒木 隼人,広島,1996-08-07,name+dob exact
confident,32872,永井 謙佑,名古屋,1989-03-05,10534,永井 謙佑,名古屋,1989-03-05,name+dob exact
confident,2595,佐々木 翔,広島,1989-10-02,11125,佐々木 翔,広島,1989-10-02,name+dob exact
confident,25330,大迫 勇也,神戸,1990-05-18,10402,大迫 勇也,神戸,1990-05-18,name+dob exact
confident,32953,登里 享平,C大阪,1990-11-13,10345,登里 享平,Ｃ大阪,1990-11-13,name+dob exact
confident,32959,家長 昭博,川崎F,1986-06-13,7093,家長 昭博,川崎Ｆ,1986-06-13,name+dob exact
confident,33034,大迫 敬介,広島,1999-07-28,19248,大迫 敬介,広島,1999-07-28,name+dob exact
confident,579056,安部 裕葵,浦和,1999-01-28,23190,安部 裕葵,浦和,1999-01-28,name+dob exact
confident,2588,中村 航輔,C大阪,1995-02-27,11369,中村 航輔,Ｃ大阪,1995-02-27,name+dob exact
confident,30931,サミュエル グスタフソン,浦和,1995-01-11,54756,サミュエル グスタフソン,浦和,1995-01-11,name+dob exact
confident,-3,元砂 晏翔仁 ウデンバ,鹿島,2009-03-10,66916,元砂 晏翔仁 ウデンバ,鹿島,2009-03-10,name+dob exact
confident,-33,鈴木 奎吾,清水,2003-07-13,38096,鈴木 奎吾,清水,2003-07-13,name+dob exact
confident,351328,バスケス バイロン,町田,2000-05-16,45014,バスケス バイロン,町田,2000-05-16,name+dob exact
confident,-49,塩尻 哲平,C大阪,2008-04-14,71064,塩尻 哲平,Ｃ大阪,2008-04-14,name+dob exact
confident,507609,古澤 ナベル慈宇,柏,2003-03-28,61707,古澤 ナベル慈宇,柏,2003-03-28,name+dob exact
confident,6849,トーマス デン,横浜FM,1997-03-20,37671,トーマス デン,横浜FM,1997-03-20,name+dob exact
confident,2600,乾 貴士,神戸,1988-06-02,9154,乾 貴士,神戸,1988-06-02,name+dob exact
confident,-59,松田 駿,岡山,2007-05-22,70887,松田 駿,岡山,2007-05-22,name+dob exact
confident,-60,バイゴリア ユウト,岡山,2006-08-18,70161,バイゴリア ユウト,岡山,2006-08-18,name+dob exact
confident,-62,鮎川 峻,広島,2001-09-15,23413,鮎川 峻,広島,2001-09-15,name+dob exact
confident,-63,太田 大翔,広島,2008-04-08,70143,太田 大翔,広島,2008-04-08,name+dob exact
confident,-64,野口 蓮斗,広島,2008-04-20,70144,野口 蓮斗,広島,2008-04-20,name+dob exact
confident,32865,品田 愛斗,千葉,1999-09-19,19681,品田 愛斗,千葉,1999-09-19,name+dob exact
confident,32904,米本 拓司,京都,1990-12-03,10110,米本 拓司,京都,1990-12-03,name+dob exact
confident,32962,大島 僚太,川崎F,1993-01-23,10946,大島 僚太,川崎Ｆ,1993-01-23,name+dob exact
confident,32971,小林 悠,川崎F,1987-09-23,10233,小林 悠,川崎Ｆ,1987-09-23,name+dob exact
confident,33000,菅 大輝,広島,1998-09-10,19461,菅 大輝,広島,1998-09-10,name+dob exact
confident,33004,朴 一圭,横浜FM,1989-12-22,12040,朴 一圭,横浜FM,1989-12-22,name+dob exact
confident,33161,片山 瑛一,浦和,1991-11-30,11962,片山 瑛一,浦和,1991-11-30,name+dob exact
confident,640012,ノ ヒョンジュン,長崎,2007-07-19,70860,ノ ヒョンジュン,長崎,2007-07-19,name+dob exact
confident,33687,梶川 裕嗣,鹿島,1991-07-26,11992,梶川 裕嗣,鹿島,1991-07-26,name+dob exact
confident,33845,鈴木 椋大,千葉,1994-02-10,10604,鈴木 椋大,千葉,1994-02-10,name+dob exact
confident,47017,山口 瑠伊,川崎F,1998-05-28,44764,山口 瑠伊,川崎Ｆ,1998-05-28,name+dob exact
confident,53600,フィリップ ウレモヴィッチ,川崎F,1997-02-11,70133,フィリップ ウレモヴィッチ,川崎Ｆ,1997-02-11,name+dob exact
confident,91684,麻田 将吾,京都,1998-07-06,19513,麻田 将吾,京都,1998-07-06,name+dob exact
confident,91859,牲川 歩見,浦和,1994-05-12,11241,牲川 歩見,浦和,1994-05-12,name+dob exact
confident,500918,吉田 湊海,鹿島,2008-07-15,60465,吉田 湊海,鹿島,2008-07-15,name+dob exact
confident,509261,早川 ウワブライト,水戸,2006-10-29,61741,早川 ウワブライト,水戸,2006-10-29,name+dob exact
confident,-67,松山 健太,福岡,1998-11-17,37954,松山 健太,福岡,1998-11-17,name+dob exact
confident,-68,武本 匠平,福岡,2008-05-26,66914,武本 匠平,福岡,2008-05-26,name+dob exact
confident,-70,名倉 巧,長崎,1998-06-03,23365,名倉 巧,長崎,1998-06-03,name+dob exact
confident,-71,エメルソン,長崎,1999-07-27,61724,エメルソン,長崎,1999-07-27,name+dob exact
confident,-73,中村 慶太,長崎,1993-06-30,15940,中村 慶太,長崎,1993-06-30,name+dob exact
confident,-74,井岡 海都,長崎,1998-04-27,37980,井岡 海都,長崎,1998-04-27,name+dob exact
confident,-75,ルカ ラドティッチ,長崎,2000-07-17,49761,ルカ ラドティッチ,長崎,2000-07-17,name+dob exact
confident,403322,師岡 柊生,鹿島,2000-12-09,49608,師岡 柊生,鹿島,2000-12-09,name+dob exact
confident,-77,洪 怜鎭,長崎,2003-08-26,70861,洪 怜鎭,長崎,2003-08-26,name+dob exact
confident,639511,島谷 義進,水戸,2008-03-23,70883,島谷 義進,水戸,2008-03-23,name+dob exact
confident,639512,上山 海翔,水戸,2007-09-10,58350,上山 海翔,水戸,2007-09-10,name+dob exact
confident,-65,森井 莉人,広島,2009-01-17,70145,森井 莉人,広島,2009-01-17,name+dob exact
confident,9461,グスタボ バヘット,京都,1995-12-10,70148,グスタボ バヘット,京都,1995-12-10,name+dob exact
confident,639515,佐々木 奈琉,長崎,2003-07-13,70116,佐々木 奈琉,長崎,2003-07-13,name+dob exact
confident,33897,馬渡 洋樹,東京V,1994-08-16,23176,馬渡 洋樹,東京Ｖ,1994-08-16,name+dob exact
confident,281946,永田 倖大,京都,2002-09-08,37831,永田 倖大,京都,2002-09-08,name+dob exact
confident,304786,舩橋 佑,鹿島,2002-07-12,37856,舩橋 佑,鹿島,2002-07-12,name+dob exact
confident,315353,早坂 勇希,川崎F,1999-05-22,19318,早坂 勇希,川崎Ｆ,1999-05-22,name+dob exact
confident,-58,大西 湊太,神戸,2007-04-12,70880,大西 湊太,神戸,2007-04-12,name+dob exact
confident,310087,春名 竜聖,水戸,2004-05-01,38044,春名 竜聖,水戸,2004-05-01,name+dob exact
confident,-66,髙橋 成海,広島,2009-05-17,70146,髙橋 成海,広島,2009-05-17,name+dob exact
confident,369479,佐藤 瑠星,浦和,2003-10-24,49378,佐藤 瑠星,浦和,2003-10-24,name+dob exact
confident,509264,川上 航立,水戸,2002-09-07,61767,川上 航立,水戸,2002-09-07,name+dob exact
confident,-69,北浜 琉星,福岡,2004-07-15,44167,北浜 琉星,福岡,2004-07-15,name+dob exact
confident,-78,鍋島 暖歩,長崎,2004-02-21,38924,鍋島 暖歩,長崎,2004-02-21,name+dob exact
confident,-57,宮原 勇太,神戸,2005-04-07,44233,宮原 勇太,神戸,2005-04-07,name+dob exact
confident,109314,吉田 舜,浦和,1996-11-28,23517,吉田 舜,浦和,1996-11-28,name+dob exact
confident,197971,山田 大樹,鹿島,2002-01-08,29373,山田 大樹,鹿島,2002-01-08,name+dob exact
confident,-1,大川 佑梧,鹿島,2007-07-14,60466,大川 佑梧,鹿島,2007-07-14,name+dob exact
confident,-46,村田 康輔,G大阪,2008-05-22,71143,村田 康輔,Ｇ大阪,2008-05-22,name+dob exact
confident,33064,犬飼 智也,柏,1993-05-12,10502,犬飼 智也,柏,1993-05-12,name+dob exact
confident,33176,西川 潤,岡山,2002-02-21,32510,西川 潤,岡山,2002-02-21,name+dob exact
confident,33781,澤田 崇,長崎,1991-05-26,11974,澤田 崇,長崎,1991-05-26,name+dob exact
confident,33812,大内 一生,広島,2000-09-08,19456,大内 一生,広島,2000-09-08,name+dob exact
confident,33862,鳥海 晃司,千葉,1995-05-09,29320,鳥海 晃司,千葉,1995-05-09,name+dob exact
confident,33870,福井 光輝,C大阪,1995-11-04,23311,福井 光輝,Ｃ大阪,1995-11-04,name+dob exact
confident,33908,神谷 優太,岡山,1997-04-24,19179,神谷 優太,岡山,1997-04-24,name+dob exact
confident,351540,坪井 湧也,横浜FM,1999-08-23,19584,坪井 湧也,横浜FM,1999-08-23,name+dob exact
confident,353590,稲見 哲行,東京V,1999-04-05,44232,稲見 哲行,東京Ｖ,1999-04-05,name+dob exact
confident,354511,沼田 駿也,町田,1999-04-19,45036,沼田 駿也,町田,1999-04-19,name+dob exact
confident,356716,鶴野 怜樹,福岡,2001-01-26,44164,鶴野 怜樹,福岡,2001-01-26,name+dob exact
confident,403321,津久井 佳祐,鹿島,2004-05-21,49609,津久井 佳祐,鹿島,2004-05-21,name+dob exact
confident,33613,山田 雄士,柏,2000-05-17,29561,山田 雄士,柏,2000-05-17,name+dob exact
confident,32899,成瀬 竣平,柏,2001-01-17,19388,成瀬 竣平,柏,2001-01-17,name+dob exact
confident,33712,渡井 理己,柏,1999-07-18,29292,渡井 理己,柏,1999-07-18,name+dob exact
confident,33591,猿田 遥己,柏,1999-04-23,23168,猿田 遥己,柏,1999-04-23,name+dob exact
confident,-2,藤井 陽登,鹿島,2003-06-05,70830,藤井 陽登,鹿島,2003-06-05,name+dob exact
confident,33612,手塚 康平,柏,1996-04-06,12136,手塚 康平,柏,1996-04-06,name+dob exact
confident,201063,田中 和樹,千葉,2000-01-13,23394,田中 和樹,千葉,2000-01-13,name+dob exact
confident,-6,ルカ ディドゥリカ,浦和,2007-09-18,70845,ルカ ディドゥリカ,浦和,2007-09-18,name+dob exact
confident,-7,田中 義峯,浦和,2008-04-05,70190,田中 義峯,浦和,2008-04-05,name+dob exact
confident,-8,和田 武士,浦和,2009-06-05,70189,和田 武士,浦和,2009-06-05,name+dob exact
confident,-9,植田 悠太,千葉,2004-07-06,45110,植田 悠太,千葉,2004-07-06,name+dob exact
confident,-11,古谷 柊介,柏,2005-01-26,71175,古谷 柊介,柏,2005-01-26,name+dob exact
confident,-12,岩永 創太,柏,2005-10-07,44197,岩永 創太,柏,2005-10-07,name+dob exact
confident,-13,常藤 奏,柏,2004-07-13,71174,常藤 奏,柏,2004-07-13,name+dob exact
confident,-14,小湊 絆,東京,2004-11-18,61978,小湊 絆,FC東京,2004-11-18,name+dob exact
confident,-15,田中 希和,東京,2007-08-07,70163,田中 希和,FC東京,2007-08-07,name+dob exact
confident,-17,東 廉太,東京,2004-06-17,45093,東 廉太,FC東京,2004-06-17,name+dob exact
confident,-18,渡邊 麻舟,東京,2008-04-24,61983,渡邊 麻舟,FC東京,2008-04-24,name+dob exact
confident,-19,新堀 恵太,東京,2008-09-25,61984,新堀 恵太,FC東京,2008-09-25,name+dob exact
confident,-20,今井 健人,東京V,2007-10-31,62131,今井 健人,東京Ｖ,2007-10-31,name+dob exact
confident,10042,エウベル,鹿島,1992-05-27,38029,エウベル,鹿島,1992-05-27,name+dob exact
confident,-21,大藤 颯太,東京V,2007-08-07,70819,大藤 颯太,東京Ｖ,2007-08-07,name+dob exact
confident,-22,高崎 天史郎,町田,2006-02-13,49914,高崎 天史郎,町田,2006-02-13,name+dob exact
confident,-23,持山 匡佑,川崎F,2003-08-18,69959,持山 匡佑,川崎Ｆ,2003-08-18,name+dob exact
confident,-24,山市 秀翔,川崎F,2004-01-20,63743,山市 秀翔,川崎Ｆ,2004-01-20,name+dob exact
confident,33022,椿 直起,千葉,2000-06-23,19562,椿 直起,千葉,2000-06-23,name+dob exact
confident,457160,藤井 葉大,岡山,2006-01-16,50478,藤井 葉大,岡山,2006-01-16,name+dob exact
confident,655320,デイビッジ シルバ,京都,2008-02-26,71425,デイビッジ シルバ,京都,2008-02-26,name+dob exact
confident,555906,佐々木 輝大,水戸,2003-09-29,70185,佐々木 輝大,水戸,2003-09-29,name+dob exact
confident,-25,由井 航太,川崎F,2005-06-10,49747,由井 航太,川崎Ｆ,2005-06-10,name+dob exact
confident,-26,関 德晴,川崎F,2007-04-11,70142,関 德晴,川崎Ｆ,2007-04-11,name+dob exact
confident,-29,三井寺 眞,横浜FM,2010-04-02,71427,三井寺 眞,横浜FM,2010-04-02,name+dob exact
confident,-31,オム ジュヨン,清水,2007-07-17,70829,オム ジュヨン,清水,2007-07-17,name+dob exact
confident,-32,石川 慧,清水,1992-09-30,10988,石川 慧,清水,1992-09-30,name+dob exact
confident,350846,土屋 巧,柏,2003-10-25,44950,土屋 巧,柏,2003-10-25,name+dob exact
confident,-39,山本 楓大,京都,2004-08-23,70893,山本 楓大,京都,2004-08-23,name+dob exact
confident,-40,吉原 優輝,G大阪,2004-07-19,45132,吉原 優輝,Ｇ大阪,2004-07-19,name+dob exact
confident,-41,横井 佑弥,G大阪,2008-04-15,63154,横井 佑弥,Ｇ大阪,2008-04-15,name+dob exact
confident,-42,當野 泰生,G大阪,2007-06-02,70150,當野 泰生,Ｇ大阪,2007-06-02,name+dob exact
confident,-43,中積 爲,G大阪,2007-12-19,62295,中積 爲,Ｇ大阪,2007-12-19,name+dob exact
confident,-44,野畑 優真,G大阪,2008-07-13,70202,野畑 優真,Ｇ大阪,2008-07-13,name+dob exact
confident,352468,薄井 覇斗,千葉,1999-07-11,44989,薄井 覇斗,千葉,1999-07-11,name+dob exact
confident,-45,丸岡 海太,G大阪,2008-12-03,71142,丸岡 海太,Ｇ大阪,2008-12-03,name+dob exact
confident,489927,神橋 良汰,川崎F,2002-06-16,61004,神橋 良汰,川崎Ｆ,2002-06-16,name+dob exact
confident,565693,中村 圭佑,東京V,2005-04-27,54774,中村 圭佑,東京Ｖ,2005-04-27,name+dob exact
confident,581815,田中 雄大,横浜FM,2002-10-11,70153,田中 雄大,横浜FM,2002-10-11,name+dob exact
confident,606828,長南 開史,柏,2009-04-07,64347,長南 開史,柏,2009-04-07,name+dob exact
confident,620836,林 駿佑,川崎F,2007-05-29,70131,林 駿佑,川崎Ｆ,2007-05-29,name+dob exact
confident,637809,猪狩 祐真,千葉,2003-03-03,60353,猪狩 祐真,千葉,2003-03-03,name+dob exact
confident,639314,松村 拓実,千葉,2004-01-03,70785,松村 拓実,千葉,2004-01-03,name+dob exact
confident,639501,福島 和毅,福岡,2007-04-27,70821,福島 和毅,福岡,2007-04-27,name+dob exact
confident,639504,菅原 悠太,東京,2007-09-07,70164,菅原 悠太,FC東京,2007-09-07,name+dob exact
confident,639506,角田 惠風,柏,2003-08-18,38909,角田 惠風,柏,2003-08-18,name+dob exact
confident,639510,山下 翔大,水戸,2008-02-29,70835,山下 翔大,水戸,2008-02-29,name+dob exact
confident,639514,松永 颯汰,浦和,2003-10-05,70847,松永 颯汰,浦和,2003-10-05,name+dob exact
confident,-47,藤本 祥輝,G大阪,2009-04-02,71144,藤本 祥輝,Ｇ大阪,2009-04-02,name+dob exact
confident,-50,イシボウ 拳,C大阪,2007-08-29,55409,イシボウ 拳,Ｃ大阪,2007-08-29,name+dob exact
confident,-51,鷹啄 トラビス,C大阪,2001-09-17,61768,鷹啄 トラビス,Ｃ大阪,2001-09-17,name+dob exact
confident,-52,浦 十藏,神戸,2004-05-21,49605,浦 十藏,神戸,2004-05-21,name+dob exact
confident,-53,髙山 汐生,神戸,2001-06-13,54818,髙山 汐生,神戸,2001-06-13,name+dob exact
confident,-54,本間 ジャスティン,神戸,2005-08-26,50489,本間 ジャスティン,神戸,2005-08-26,name+dob exact
confident,455195,熊坂 光希,柏,2001-04-15,49377,熊坂 光希,柏,2001-04-15,name+dob exact
confident,364593,土肥 幹太,東京,2004-11-10,45094,土肥 幹太,FC東京,2004-11-10,name+dob exact
confident,352444,坂田 大樹,柏,1994-09-11,44973,坂田 大樹,柏,1994-09-11,name+dob exact
confident,369098,鈴木 陽人,名古屋,2005-05-17,38943,鈴木 陽人,名古屋,2005-05-17,name+dob exact
confident,381676,松村 晃助,横浜FM,2004-05-02,40852,松村 晃助,横浜FM,2004-05-02,name+dob exact
confident,368277,榊原 杏太,名古屋,2001-10-20,44619,榊原 杏太,名古屋,2001-10-20,name+dob exact
confident,458573,西原 源樹,清水,2006-12-16,45205,西原 源樹,清水,2006-12-16,name+dob exact
confident,33575,福岡 慎平,京都,2000-06-27,29356,福岡 慎平,京都,2000-06-27,name+dob exact
confident,581810,久保 瑛史,C大阪,2007-09-02,70157,久保 瑛史,Ｃ大阪,2007-09-02,name+dob exact
confident,32986,キム ミンテ,町田,1993-11-26,15784,キム ミンテ,町田,1993-11-26,name+dob exact
confident,334584,吉田 温紀,名古屋,2003-04-29,38092,吉田 温紀,名古屋,2003-04-29,name+dob exact
confident,628022,池谷 銀姿郎,G大阪,2004-06-19,45305,池谷 銀姿郎,Ｇ大阪,2004-06-19,name+dob exact
confident,639507,長 璃喜,川崎F,2007-10-13,70839,長 璃喜,川崎Ｆ,2007-10-13,name+dob exact
confident,648012,島野 怜,柏,2004-01-07,69827,島野 怜,柏,2004-01-07,name+dob exact
confident,32964,下田 北斗,町田,1991-11-07,11943,下田 北斗,町田,1991-11-07,name+dob exact
confident,508075,佐々木 智太郎,清水,2007-03-23,61744,佐々木 智太郎,清水,2007-03-23,name+dob exact
confident,455404,張 奥林,G大阪,2005-04-25,49740,張 奥林,Ｇ大阪,2005-04-25,name+dob exact
confident,355472,荒井 悠汰,東京,2004-06-13,45092,荒井 悠汰,FC東京,2004-06-13,name+dob exact
confident,33577,小屋松 知哉,名古屋,1995-04-24,11963,小屋松 知哉,名古屋,1995-04-24,name+dob exact
confident,506388,カウン ゼン マラ,町田,2002-11-11,37795,カウン ゼン マラ,町田,2002-11-11,name+dob exact
confident,33096,岩波 拓也,神戸,1994-06-18,11080,岩波 拓也,神戸,1994-06-18,name+dob exact
confident,33989,菊池 流帆,町田,1996-12-09,32029,菊池 流帆,町田,1996-12-09,name+dob exact
confident,403457,大迫 塁,C大阪,2004-10-13,49648,大迫 塁,Ｃ大阪,2004-10-13,name+dob exact
confident,33418,村上 昌謙,京都,1992-08-07,15859,村上 昌謙,京都,1992-08-07,name+dob exact
confident,33201,今井 智基,町田,1990-11-29,9011,今井 智基,町田,1990-11-29,name+dob exact
confident,33394,高橋 祐治,清水,1993-04-11,10654,高橋 祐治,清水,1993-04-11,name+dob exact
confident,206917,ファンティーニ 燦,京都,1998-05-24,23382,ファンティーニ 燦,京都,1998-05-24,name+dob exact
confident,511265,北原 槙,東京,2009-07-07,61982,北原 槙,FC東京,2009-07-07,name+dob exact
confident,500913,瀬口 大翔,神戸,2008-01-10,61861,瀬口 大翔,神戸,2008-01-10,name+dob exact
confident,371233,俵積田 晃太,東京,2004-05-14,45141,俵積田 晃太,FC東京,2004-05-14,name+dob exact
confident,377929,冨永 虹七,神戸,2004-07-18,37903,冨永 虹七,神戸,2004-07-18,name+dob exact
confident,32859,東 慶悟,東京,1990-07-20,8948,東 慶悟,FC東京,1990-07-20,name+dob exact
confident,33684,上門 知樹,C大阪,1997-04-27,19183,上門 知樹,Ｃ大阪,1997-04-27,name+dob exact
confident,33632,渡邊 泰基,横浜FM,1999-04-22,29342,渡邊 泰基,横浜FM,1999-04-22,name+dob exact
confident,33140,鈴木 冬一,横浜FM,2000-05-30,23494,鈴木 冬一,横浜FM,2000-05-30,name+dob exact
confident,268144,小柏 剛,東京,1998-07-09,37818,小柏 剛,FC東京,1998-07-09,name+dob exact
confident,33532,新井 栄聡,町田,1995-09-27,23520,新井 栄聡,町田,1995-09-27,name+dob exact
confident,199887,植中 朝日,G大阪,2001-11-01,37631,植中 朝日,Ｇ大阪,2001-11-01,name+dob exact
confident,305749,橋本 陸斗,神戸,2005-04-02,38049,橋本 陸斗,神戸,2005-04-02,name+dob exact
confident,33012,松原 健,横浜FM,1993-02-16,9887,松原 健,横浜FM,1993-02-16,name+dob exact
confident,423695,チャ ジェフン,町田,2006-05-03,61671,チャ ジェフン,町田,2006-05-03,name+dob exact
confident,33003,飯倉 大樹,横浜FM,1986-06-01,7076,飯倉 大樹,横浜FM,1986-06-01,name+dob exact
confident,484688,真也加 チュイ 大夢,町田,2006-08-11,60953,真也加 チュイ 大夢,町田,2006-08-11,name+dob exact
confident,32944,新井 章太,神戸,1988-11-01,11014,新井 章太,神戸,1988-11-01,name+dob exact
confident,33719,一森 純,G大阪,1991-07-02,9200,一森 純,Ｇ大阪,1991-07-02,name+dob exact
confident,509246,渡辺 隼斗,神戸,2007-04-06,61007,渡辺 隼斗,神戸,2007-04-06,name+dob exact
confident,-55,相澤 デイビッド,神戸,2003-08-02,70878,相澤 デイビッド,神戸,2003-08-02,name+dob exact
confident,-56,伊藤 湊太,神戸,2007-09-24,70879,伊藤 湊太,神戸,2007-09-24,name+dob exact
confident,506565,ウボングリチャードマンデー,神戸,2005-10-01,61708,ウボングリチャードマンデー,神戸,2005-10-01,name+dob exact
confident,32996,ルーカス フェルナンデス,C大阪,1994-04-24,32453,ルーカス フェルナンデス,Ｃ大阪,1994-04-24,name+dob exact
confident,32907,マテウス カストロ,名古屋,1994-09-11,12173,マテウス カストロ,名古屋,1994-09-11,name+dob exact
confident,130231,林 大地,G大阪,1997-05-23,32697,林 大地,Ｇ大阪,1997-05-23,name+dob exact
confident,11342,アフメド アフメドフ,清水,1995-03-04,61742,アフメド アフメドフ,清水,1995-03-04,name+dob exact
confident,423787,後藤 亘,東京,2006-05-08,49778,後藤 亘,FC東京,2006-05-08,name+dob exact
confident,32868,内田 宅哉,名古屋,1998-06-02,19471,内田 宅哉,名古屋,1998-06-02,name+dob exact
confident,33496,奥抜 侃志,G大阪,1999-08-11,23531,奥抜 侃志,Ｇ大阪,1999-08-11,name+dob exact
confident,9987,ディエゴ ピトゥカ,長崎,1992-08-15,38010,ディエゴ ピトゥカ,長崎,1992-08-15,name+dob exact
confident,9704,エンリケ トレヴィザン,京都,1997-01-20,39337,エンリケ トレヴィザン,京都,1997-01-20,name+dob exact
confident,25292,フィリップ マックス,G大阪,1993-09-30,71379,フィリップ マックス,Ｇ大阪,1993-09-30,name+dob exact
confident,32852,森重 真人,東京,1987-05-21,8603,森重 真人,FC東京,1987-05-21,name+dob exact
confident,32879,武田 洋平,名古屋,1987-06-30,8638,武田 洋平,名古屋,1987-06-30,name+dob exact
confident,479272,浅田 大翔,横浜FM,2008-01-16,61001,浅田 大翔,横浜FM,2008-01-16,name+dob exact
confident,515451,土居 佑至,清水,2007-05-12,62995,土居 佑至,清水,2007-05-12,name+dob exact
confident,8517,木下 康介,広島,1994-10-03,11234,木下 康介,広島,1994-10-03,name+dob exact
confident,13209,ジェイソン キニョーネス,横浜FM,1997-08-17,61955,ジェイソン キニョーネス,横浜FM,1997-08-17,name+dob exact
confident,522581,前田 陽輝,福岡,2008-10-25,66913,前田 陽輝,福岡,2008-10-25,name+dob exact
confident,413167,前田 一翔,福岡,2006-06-16,49746,前田 一翔,福岡,2006-06-16,name+dob exact
confident,33948,城後 寿,福岡,1986-04-16,8096,城後 寿,福岡,1986-04-16,name+dob exact
confident,491468,小川 煌,広島,2007-06-24,62128,小川 煌,広島,2007-06-24,name+dob exact
confident,525248,入江 羚介,神戸,2004-11-05,70003,入江 羚介,神戸,2004-11-05,name+dob exact
confident,33425,志知 孝明,広島,1993-12-27,15908,志知 孝明,広島,1993-12-27,name+dob exact
confident,33588,一美 和成,岡山,1997-11-10,15890,一美 和成,岡山,1997-11-10,name+dob exact
confident,440,長友 佑都,東京,1986-09-12,9420,長友 佑都,FC東京,1986-09-12,name+dob exact
confident,33398,原川 力,柏,1993-08-18,10659,原川 力,柏,1993-08-18,name+dob exact
confident,33511,湯澤 聖人,福岡,1993-10-10,15912,湯澤 聖人,福岡,1993-10-10,name+dob exact
confident,33555,垣田 裕暉,柏,1997-07-14,19240,垣田 裕暉,柏,1997-07-14,name+dob exact
confident,33853,茶島 雄介,広島,1991-07-20,9322,茶島 雄介,広島,1991-07-20,name+dob exact
confident,32933,高畑 奎汰,長崎,2000-09-16,32319,高畑 奎汰,長崎,2000-09-16,name+dob exact
confident,33642,戸嶋 祥郎,柏,1995-09-26,29340,戸嶋 祥郎,柏,1995-09-26,name+dob exact
confident,33933,三國 ケネディエブス,名古屋,2000-06-23,32364,三國 ケネディエブス,名古屋,2000-06-23,name+dob exact
confident,33692,福岡 将太,G大阪,1995-10-24,12001,福岡 将太,Ｇ大阪,1995-10-24,name+dob exact
confident,1353,トルガイ アルスラン,広島,1990-08-16,60956,トルガイ アルスラン,広島,1990-08-16,name+dob exact
confident,33736,仲間 隼斗,柏,1992-05-16,9758,仲間 隼斗,柏,1992-05-16,name+dob exact
confident,33940,喜田 陽,C大阪,2000-07-04,23273,喜田 陽,Ｃ大阪,2000-07-04,name+dob exact
confident,33977,粟飯原 尚平,水戸,1996-05-26,32351,粟飯原 尚平,水戸,1996-05-26,name+dob exact
confident,41961,ダニーロ ボザ,浦和,1998-05-06,61980,ダニーロ ボザ,浦和,1998-05-06,name+dob exact
confident,48494,ナッシム ベン カリファ,福岡,1992-01-13,46808,ナッシム ベン カリファ,福岡,1992-01-13,name+dob exact
confident,639516,樋口 有斗,横浜FM,2005-03-10,70890,樋口 有斗,横浜FM,2005-03-10,name+dob exact
confident,153277,鈴木 海音,東京V,2002-08-25,32479,鈴木 海音,東京Ｖ,2002-08-25,name+dob exact
confident,141184,野澤 零温,東京,2003-07-21,32716,野澤 零温,FC東京,2003-07-21,name+dob exact
confident,166701,ウェルトン,G大阪,1997-08-06,55404,ウェルトン,Ｇ大阪,1997-08-06,name+dob exact
confident,225092,山﨑 大地,広島,2001-01-08,19635,山﨑 大地,広島,2001-01-08,name+dob exact
